"","OverallQual","BedroomAbvGr","CentralAir","BsmtQual","BsmtUnfSF","Fireplaces","YrSold","HouseStyle","HeatingQC","GarageType","RoofMatl","PavedDrive","SaleType","FullBath","OpenPorchSF","RoofStyle","Utilities","BsmtFinSF1","Heating","KitchenQual","HalfBath","BsmtFinType1","WoodDeckSF","TotRmsAbvGrd","SalePrice","YearBuilt","BsmtCond","Foundation","Electrical","BldgType","OverallCond","GrLivArea","neighborhood","KitchenAbvGr","LotConfig","LotShape","LotArea","LotFrontage","Exterior1st","ExterQual","ExterCond"
"68",8,3,"Y","Gd",1753,1,2009,"1Story","Ex","Attchd","CompShg","Y","WD",2,151,"notGable","AllPub",0,"GasA","Ex",0,"Unf",202,7,236500,2001,"TA","PConc","SBrkr","1Fam",5,1788,"CollegeCr",1,"Inside","Reg",11838,65,"VinylSd","TA","Gd"
"69",7,3,"Y","Gd",1480,0,2009,"1Story","Ex","Attchd","CompShg","Y","WD",2,36,"Gable","AllPub",20,"GasA","Gd",0,"GLQ",192,6,190000,2004,"TA","PConc","SBrkr","1Fam",5,1500,"CollegeCr",1,"FR2","Reg",8487,63,"VinylSd","TA","Gd"
"70",7,3,"Y","Gd",936,1,2006,"2Story","Ex","Attchd","CompShg","Y","WD",2,96,"Gable","AllPub",0,"GasA","Gd",1,"Unf",144,7,192500,2002,"TA","PConc","SBrkr","1Fam",5,1776,"CollegeCr",1,"Inside","IR1",14006,65,"VinylSd","TA","Gd"
"71",7,3,"Y","Gd",638,0,2007,"1Story","Ex","Attchd","CompShg","Y","WD",2,39,"Gable","AllPub",699,"GasA","Gd",0,"GLQ",0,6,185000,2003,"TA","PConc","SBrkr","1Fam",5,1337,"CollegeCr",1,"Inside","Reg",8450,65,"VinylSd","TA","Gd"
"72",9,2,"Y","Ex",1800,0,2009,"1Story","Ex","Attchd","CompShg","Y","WD",2,136,"Gable","AllPub",0,"GasA","Ex",0,"Unf",288,7,239000,2007,"TA","PConc","SBrkr","1Fam",5,1800,"CollegeCr",1,"Corner","IR1",11923,122,"VinylSd","TA","Gd"
"73",8,4,"Y","Gd",1128,1,2008,"2Story","Ex","Attchd","CompShg","Y","WD",2,0,"Gable","AllPub",0,"GasA","Gd",1,"Unf",0,9,255900,2002,"TA","PConc","SBrkr","1Fam",5,2290,"CollegeCr",1,"Corner","Reg",11250,65,"OtherSd","TA","Gd"
"74",6,3,"Y","Gd",750,0,2006,"2Story","Ex","Attchd","CompShg","Y","notWD",2,35,"Gable","AllPub",0,"GasA","Gd",1,"Unf",0,6,173900,2005,"TA","PConc","SBrkr","1Fam",5,1500,"CollegeCr",1,"Inside","Reg",8846,68,"VinylSd","TA","TA"
"75",7,2,"Y","Gd",501,0,2010,"1Story","Ex","Attchd","CompShg","Y","WD",2,61,"Gable","AllPub",686,"GasA","Gd",0,"GLQ",105,6,206000,2006,"TA","PConc","SBrkr","1Fam",5,1208,"CollegeCr",1,"Inside","Reg",6762,64,"VinylSd","TA","Gd"
"76",7,3,"Y","Gd",814,1,2009,"1Story","Ex","Attchd","CompShg","Y","WD",2,66,"notGable","AllPub",690,"GasA","Gd",0,"GLQ",115,6,203000,1996,"TA","PConc","SBrkr","1Fam",5,1504,"CollegeCr",1,"Inside","Reg",11883,73,"VinylSd","TA","Gd"
"77",7,2,"Y","Gd",515,0,2006,"1Story","Ex","Attchd","CompShg","Y","notWD",2,54,"Gable","AllPub",684,"GasA","Gd",0,"GLQ",105,6,194000,2006,"TA","PConc","SBrkr","1Fam",5,1220,"CollegeCr",1,"Inside","Reg",7406,64,"VinylSd","TA","Gd"
"78",5,3,"Y","TA",276,0,2007,"1Story","TA","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",138,"GasA","TA",0,"BLQ",96,5,112500,1972,"TA","CBlock","SBrkr","1Fam",5,882,"CollegeCr",1,"Corner","Reg",7700,70,"VinylSd","TA","TA"
"79",7,3,"Y","Gd",668,0,2006,"1Story","Ex","Attchd","CompShg","Y","WD",2,136,"Gable","AllPub",986,"GasA","Gd",0,"GLQ",0,6,230000,2002,"TA","PConc","SBrkr","1Fam",5,1654,"CollegeCr",1,"Inside","Reg",8125,65,"VinylSd","TA","Gd"
"80",8,3,"Y","Gd",1055,1,2008,"2Story","Ex","Attchd","CompShg","Y","WD",2,45,"Gable","AllPub",0,"GasA","Gd",1,"Unf",0,7,287000,2001,"TA","PConc","SBrkr","1Fam",5,2263,"CollegeCr",1,"Inside","Reg",9240,65,"VinylSd","TA","Gd"
"81",5,3,"Y","Gd",304,0,2008,"1Story","Ex","Detchd","CompShg","Y","WD",1,0,"Gable","AllPub",686,"GasA","TA",0,"GLQ",0,5,145000,1994,"TA","PConc","SBrkr","1Fam",5,990,"CollegeCr",1,"Inside","IR2",9245,57,"VinylSd","TA","TA"
"82",7,3,"Y","Gd",1316,1,2007,"1Story","Ex","Attchd","CompShg","Y","notWD",2,20,"Gable","AllPub",0,"GasA","Gd",0,"Unf",0,6,200141,2007,"TA","PConc","SBrkr","1Fam",5,1316,"CollegeCr",1,"Corner","IR1",11175,103,"VinylSd","TA","Gd"
"83",8,3,"Y","Gd",133,1,2006,"2Story","Ex","Attchd","CompShg","Y","WD",2,60,"Gable","AllPub",932,"GasA","Gd",1,"GLQ",199,7,255000,2002,"TA","PConc","SBrkr","1Fam",5,1989,"CollegeCr",1,"Corner","Reg",11367,90,"VinylSd","TA","Gd"
"84",7,2,"Y","Gd",1240,0,2007,"1Story","Ex","Attchd","CompShg","Y","WD",2,93,"Gable","AllPub",0,"GasA","Gd",0,"Unf",140,5,194000,2006,"TA","PConc","SBrkr","1Fam",5,1240,"CollegeCr",1,"Inside","Reg",8556,74,"VinylSd","TA","Gd"
"85",6,1,"Y","Gd",186,1,2006,"1Story","Ex","Attchd","CompShg","Y","WD",1,0,"Gable","AllPub",662,"GasA","Gd",0,"GLQ",140,3,155900,2004,"TA","PConc","SBrkr","Twnhs",5,848,"CollegeCr",1,"Inside","Reg",4435,37,"VinylSd","TA","Gd"
"86",5,3,"Y","Gd",495,0,2007,"1Story","Gd","Attchd","CompShg","Y","WD",1,64,"Gable","AllPub",495,"GasA","TA",0,"GLQ",0,5,126000,1994,"TA","PConc","SBrkr","1Fam",5,990,"CollegeCr",1,"Inside","Reg",8775,65,"VinylSd","TA","TA"
"87",7,3,"Y","Gd",1459,1,2007,"1Story","Ex","Attchd","CompShg","Y","WD",2,39,"Gable","AllPub",0,"GasA","Gd",0,"Unf",192,6,192000,2002,"TA","PConc","SBrkr","1Fam",5,1459,"CollegeCr",1,"Inside","Reg",8749,70,"VinylSd","TA","Gd"
"88",6,3,"Y","Gd",1290,1,2007,"1Story","Gd","Attchd","CompShg","Y","WD",2,22,"Gable","AllPub",24,"GasA","Gd",0,"GLQ",0,6,176432,2006,"TA","PConc","SBrkr","1Fam",5,1314,"CollegeCr",1,"Inside","IR1",9317,78,"VinylSd","TA","Gd"
"89",7,3,"Y","Gd",1528,0,2006,"1Story","Ex","Attchd","CompShg","Y","notWD",2,20,"Gable","AllPub",24,"GasA","Gd",0,"GLQ",144,7,212900,2005,"TA","PConc","SBrkr","1Fam",5,1552,"CollegeCr",1,"Inside","Reg",10084,84,"VinylSd","TA","Gd"
"90",8,4,"Y","Ex",316,1,2007,"2Story","Ex","Attchd","CompShg","Y","notWD",3,144,"notGable","AllPub",1150,"GasA","Gd",0,"GLQ",125,11,424870,2006,"TA","PConc","SBrkr","1Fam",5,2828,"CollegeCr",1,"Inside","Reg",9965,77,"VinylSd","TA","Gd"
"91",8,3,"Y","Gd",1694,0,2010,"1Story","Ex","Attchd","CompShg","Y","WD",2,33,"Gable","AllPub",0,"GasA","Gd",0,"Unf",160,7,245350,2008,"TA","PConc","SBrkr","1Fam",5,1694,"CollegeCr",1,"Corner","IR1",10475,64,"VinylSd","TA","Gd"
"92",7,3,"Y","Gd",831,0,2009,"2Story","Ex","Attchd","CompShg","Y","WD",2,68,"Gable","AllPub",0,"GasA","Gd",1,"Unf",144,7,195000,2002,"TA","PConc","SBrkr","1Fam",5,1660,"CollegeCr",1,"Inside","IR1",8935,68,"VinylSd","TA","Gd"
"93",7,3,"Y","Gd",1212,0,2009,"1Story","Ex","Attchd","CompShg","Y","WD",2,0,"Gable","AllPub",0,"GasA","Gd",0,"Unf",356,6,178000,2001,"TA","PConc","SBrkr","1Fam",5,1212,"CollegeCr",1,"Inside","Reg",9100,70,"VinylSd","TA","Gd"
"94",7,3,"Y","Gd",866,0,2009,"2Story","Ex","Attchd","CompShg","Y","WD",2,36,"Gable","AllPub",0,"GasA","Gd",1,"Unf",198,6,197900,1998,"TA","PConc","SBrkr","1Fam",5,1779,"CollegeCr",1,"Corner","Reg",10400,80,"VinylSd","TA","TA"
"95",7,3,"Y","Gd",1630,1,2009,"1Story","Ex","Attchd","CompShg","Y","WD",2,234,"Gable","AllPub",0,"GasA","Gd",0,"Unf",74,6,213000,2000,"TA","PConc","SBrkr","1Fam",5,1630,"CollegeCr",1,"Inside","Reg",9750,75,"VinylSd","TA","Gd"
"96",6,3,"Y","Gd",1342,0,2006,"1Story","Ex","Attchd","CompShg","Y","WD",2,23,"Gable","AllPub",340,"GasA","Gd",0,"GLQ",192,7,200000,2003,"TA","PConc","SBrkr","1Fam",5,1700,"CollegeCr",1,"Inside","Reg",9135,70,"VinylSd","TA","Gd"
"97",7,4,"Y","Gd",847,1,2006,"2Story","Ex","Attchd","CompShg","Y","WD",2,48,"Gable","AllPub",0,"GasA","Gd",1,"Unf",100,8,195000,2004,"TA","PConc","SBrkr","1Fam",5,1948,"CollegeCr",1,"FR2","IR2",12393,41,"VinylSd","TA","Gd"
"98",7,3,"Y","Gd",334,0,2008,"2Story","Ex","Attchd","CompShg","Y","WD",2,63,"Gable","AllPub",550,"GasA","Gd",1,"GLQ",0,8,224900,2003,"TA","PConc","SBrkr","1Fam",5,1768,"CollegeCr",1,"Inside","Reg",8158,65,"VinylSd","TA","Gd"
"99",7,3,"Y","Gd",785,0,2009,"1Story","Ex","Attchd","CompShg","Y","WD",2,72,"Gable","AllPub",788,"GasA","Gd",0,"GLQ",0,6,227000,2002,"TA","PConc","SBrkr","1Fam",5,1573,"CollegeCr",1,"Inside","IR1",9808,67,"VinylSd","TA","Gd"
"100",5,3,"Y","Gd",364,0,2009,"1Story","TA","Detchd","CompShg","Y","WD",2,0,"Gable","AllPub",532,"GasA","Gd",0,"BLQ",0,5,150500,1977,"TA","CBlock","SBrkr","1Fam",7,1040,"CollegeCr",1,"Inside","IR1",8800,61,"OtherSd","TA","TA"
"101",5,3,"Y","Gd",244,0,2009,"1Story","Ex","Detchd","CompShg","Y","WD",1,64,"Gable","AllPub",746,"GasA","TA",0,"ALQ",0,5,138000,1994,"TA","PConc","SBrkr","1Fam",5,990,"CollegeCr",1,"Inside","Reg",8072,60,"VinylSd","Gd","TA"
"102",8,3,"Y","Ex",1622,1,2009,"1Story","Ex","Attchd","CompShg","Y","WD",2,42,"Gable","AllPub",0,"GasA","Ex",0,"Unf",172,8,295493,2008,"TA","PConc","SBrkr","1Fam",5,1630,"CollegeCr",1,"Inside","IR1",10226,61,"VinylSd","TA","Gd"
"103",8,3,"Y","Gd",1753,1,2006,"1Story","Ex","Attchd","CompShg","Y","WD",2,150,"notGable","AllPub",0,"GasA","Gd",0,"Unf",198,7,275000,2001,"TA","PConc","SBrkr","1Fam",5,1787,"CollegeCr",1,"CulDSac","IR2",14781,65,"VinylSd","TA","Gd"
"104",7,3,"Y","Gd",216,0,2006,"2Story","Ex","Attchd","CompShg","Y","WD",2,91,"Gable","AllPub",700,"GasA","Gd",1,"GLQ",146,8,200000,2002,"TA","PConc","SBrkr","1Fam",5,1861,"CollegeCr",1,"Corner","IR1",13450,95,"VinylSd","TA","Gd"
"105",8,3,"Y","Gd",1284,1,2007,"2Story","Ex","Attchd","CompShg","Y","WD",2,87,"Gable","AllPub",0,"GasA","Gd",1,"Unf",192,7,228500,2002,"TA","PConc","SBrkr","1Fam",5,2169,"CollegeCr",1,"Inside","Reg",9375,65,"VinylSd","TA","Gd"
"106",7,3,"Y","Gd",257,1,2008,"2Story","Ex","Attchd","CompShg","Y","WD",2,184,"Gable","AllPub",735,"GasA","Gd",1,"GLQ",0,7,235000,2000,"TA","PConc","SBrkr","1Fam",5,1865,"CollegeCr",1,"Inside","IR1",10316,65,"VinylSd","TA","Gd"
"107",6,1,"Y","Gd",163,0,2009,"1Story","Ex","Attchd","CompShg","Y","WD",1,0,"Gable","AllPub",685,"GasA","Gd",0,"GLQ",140,4,144000,2003,"TA","PConc","SBrkr","Twnhs",5,848,"CollegeCr",1,"Inside","Reg",4435,65,"VinylSd","TA","Gd"
"108",7,3,"Y","Gd",133,1,2006,"2Story","Ex","Detchd","CompShg","Y","WD",2,170,"Gable","AllPub",975,"GasA","Gd",1,"GLQ",253,8,274300,1998,"TA","PConc","SBrkr","1Fam",6,2097,"CollegeCr",1,"Corner","Reg",9750,75,"VinylSd","TA","TA"
"109",7,3,"Y","Gd",125,0,2006,"1Story","Ex","Attchd","CompShg","Y","WD",2,36,"Gable","AllPub",1400,"GasA","Gd",0,"GLQ",219,6,235000,2000,"TA","PConc","SBrkr","1Fam",5,1525,"CollegeCr",1,"Inside","Reg",9100,70,"VinylSd","TA","Gd"
"110",7,2,"Y","Gd",1286,1,2006,"1Story","Ex","Attchd","CompShg","Y","notWD",2,55,"Gable","AllPub",0,"GasA","Gd",0,"Unf",168,6,193879,2006,"TA","PConc","SBrkr","1Fam",5,1294,"CollegeCr",1,"Inside","Reg",6762,64,"VinylSd","TA","Gd"
"111",7,3,"Y","Gd",278,0,2009,"2Story","Ex","Attchd","CompShg","Y","WD",2,45,"Gable","AllPub",666,"GasA","Gd",1,"GLQ",0,6,230000,2001,"TA","PConc","SBrkr","1Fam",5,1840,"CollegeCr",1,"Inside","Reg",12420,79,"VinylSd","TA","Gd"
"112",6,1,"Y","Gd",162,0,2008,"1Story","Ex","Attchd","CompShg","Y","WD",1,0,"Gable","AllPub",686,"GasA","Gd",0,"GLQ",140,3,136500,2003,"TA","PConc","SBrkr","Twnhs",5,848,"CollegeCr",1,"Inside","Reg",4435,37,"VinylSd","TA","Gd"
"113",6,1,"Y","Gd",151,1,2008,"1Story","Ex","Attchd","CompShg","Y","WD",1,0,"Gable","AllPub",697,"GasA","Gd",0,"GLQ",149,3,149300,2004,"TA","PConc","SBrkr","Twnhs",5,848,"CollegeCr",1,"Inside","Reg",4426,65,"VinylSd","TA","Gd"
"114",7,3,"Y","Gd",1422,0,2007,"1Story","Ex","Attchd","CompShg","Y","WD",2,60,"Gable","AllPub",0,"GasA","Gd",0,"Unf",192,7,179600,2004,"TA","PConc","SBrkr","1Fam",5,1422,"CollegeCr",1,"FR2","Reg",8500,63,"VinylSd","TA","Gd"
"115",7,3,"Y","Gd",901,1,2008,"2Story","Ex","Attchd","CompShg","Y","WD",2,84,"Gable","AllPub",252,"GasA","Gd",1,"ALQ",192,8,222500,1998,"TA","PConc","SBrkr","1Fam",5,2031,"CollegeCr",1,"Inside","IR1",11404,75,"VinylSd","TA","Gd"
"116",7,3,"Y","Gd",1413,0,2009,"1Story","Ex","Attchd","CompShg","Y","WD",2,33,"Gable","AllPub",0,"GasA","Gd",0,"Unf",0,6,187100,2001,"TA","PConc","SBrkr","1Fam",5,1430,"CollegeCr",1,"Inside","IR2",16285,67,"VinylSd","TA","Gd"
"117",4,2,"N","",641,0,2008,"1Story","TA","","CompShg","N","WD",2,0,"Gable","AllPub",0,"GasA","Fa",0,"",0,6,82000,1955,"TA","PConc","Fuse","Duplex",5,1152,"Edwards",2,"Inside","Reg",6040,65,"OtherSd","TA","TA"
"118",4,3,"Y","TA",641,0,2007,"1Story","TA","Attchd","CompShg","P","WD",1,0,"notGable","AllPub",520,"GasA","TA",0,"ALQ",120,6,94750,1965,"TA","CBlock","Fuse","1Fam",5,960,"Edwards",1,"Inside","Reg",10921,73,"OtherSd","TA","TA"
"119",6,4,"Y","TA",641,0,2006,"1.5Story","Gd","Attchd","CompShg","Y","WD",2,0,"Gable","AllPub",444,"GasA","TA",0,"ALQ",182,7,136900,1954,"TA","CBlock","SBrkr","1Fam",4,1855,"Edwards",1,"Inside","Reg",9525,75,"OtherSd","TA","TA"
"120",5,2,"Y","Gd",641,0,2007,"1Story","Gd","Attchd","CompShg","Y","notWD",1,64,"Gable","AllPub",0,"GasA","TA",1,"Unf",80,5,155000,2006,"TA","PConc","SBrkr","1Fam",5,1125,"Edwards",1,"Corner","Reg",8536,74,"VinylSd","TA","TA"
"121",6,2,"N","TA",641,0,2008,"1.5Story","Fa","","CompShg","N","WD",1,8,"Gable","AllPub",0,"Grav","TA",0,"Unf",0,5,79000,1924,"TA","BrkTil","Fuse","1Fam",5,1096,"Edwards",1,"Corner","Reg",9600,60,"OtherSd","TA","TA"
"122",5,4,"Y","TA",641,0,2008,"1.5Story","Gd","","CompShg","Y","WD",2,0,"Gable","AllPub",351,"GasA","TA",0,"ALQ",140,6,127500,1940,"TA","BrkTil","SBrkr","2fmCon",7,1355,"Edwards",2,"Inside","Reg",10106,62,"OtherSd","Gd","TA"
"123",6,4,"Y","TA",641,1,2007,"1Story","TA","Attchd","CompShg","Y","WD",2,29,"Gable","AllPub",477,"GasA","Gd",0,"ALQ",0,7,243000,1950,"TA","CBlock","SBrkr","1Fam",7,2158,"Edwards",1,"Corner","Reg",12615,84,"OtherSd","TA","TA"
"124",5,3,"Y","",641,1,2007,"1Story","Ex","Attchd","CompShg","Y","WD",1,0,"notGable","AllPub",0,"GasA","TA",0,"",116,7,120000,1957,"TA","PConc","SBrkr","1Fam",6,1340,"Edwards",1,"Inside","Reg",9060,60,"OtherSd","TA","TA"
"125",7,3,"Y","Gd",641,0,2006,"2Story","Ex","Detchd","CompShg","Y","WD",2,40,"Gable","AllPub",0,"GasA","Gd",0,"Unf",0,7,130000,2004,"TA","PConc","SBrkr","Twnhs",5,1709,"Edwards",1,"Inside","Reg",2522,24,"VinylSd","TA","Gd"
"126",5,2,"N","TA",641,0,2008,"1Story","TA","","CompShg","Y","WD",1,0,"Gable","AllPub",468,"GasA","TA",0,"ALQ",0,5,98000,1925,"TA","CBlock","Fuse","1Fam",6,864,"Edwards",1,"Inside","Reg",5604,67,"OtherSd","TA","TA"
"127",6,3,"Y","Gd",641,0,2010,"1Story","Ex","Attchd","CompShg","Y","WD",2,22,"Gable","AllPub",36,"GasA","Gd",0,"GLQ",100,6,186000,2009,"TA","PConc","SBrkr","1Fam",5,1212,"Edwards",1,"Corner","Reg",10420,83,"VinylSd","TA","TA"
"128",6,3,"Y","TA",641,1,2010,"1.5Story","TA","Detchd","CompShg","Y","WD",1,140,"Gable","AllPub",94,"GasA","TA",1,"BLQ",0,7,113000,1945,"TA","CBlock","Fuse","1Fam",4,1487,"Edwards",1,"Inside","Reg",8741,52,"VinylSd","TA","TA"
"129",6,3,"Y","TA",641,1,2007,"1Story","TA","Attchd","CompShg","Y","WD",1,30,"notGable","AllPub",751,"GasA","TA",1,"BLQ",370,6,148000,1976,"TA","CBlock","SBrkr","1Fam",7,1113,"Edwards",1,"Corner","IR1",7917,65,"OtherSd","Gd","TA"
"130",5,3,"Y","TA",641,1,2009,"1.5Story","Gd","Attchd","CompShg","Y","WD",1,0,"Gable","AllPub",292,"GasA","TA",1,"BLQ",0,8,131000,1949,"TA","CBlock","SBrkr","1Fam",4,1716,"Edwards",1,"Inside","Reg",11409,60,"OtherSd","TA","TA"
"131",5,3,"N","TA",641,0,2008,"1.5Story","TA","Detchd","CompShg","Y","notWD",1,0,"Gable","AllPub",236,"GasA","TA",0,"BLQ",48,5,95000,1941,"TA","CBlock","SBrkr","1Fam",6,1111,"Edwards",1,"Inside","Reg",9084,60,"VinylSd","TA","TA"
"132",1,1,"N","Fa",641,0,2009,"1Story","Gd","","CompShg","Y","WD",0,0,"Gable","AllPub",350,"GasA","Fa",1,"BLQ",0,4,61000,1922,"TA","BrkTil","Fuse","1Fam",1,904,"Edwards",1,"Inside","IR1",10020,65,"OtherSd","TA","TA"
"133",5,5,"Y","TA",641,0,2006,"1.5Story","TA","","CompShg","N","WD",1,151,"notGable","AllPub",0,"GasA","TA",0,"Unf",0,8,81000,1910,"TA","PConc","SBrkr","1Fam",3,1184,"Edwards",1,"FR2","Reg",8410,58,"OtherSd","TA","TA"
"134",5,4,"Y","TA",641,0,2008,"1.5Story","Ex","Detchd","CompShg","Y","WD",1,130,"Gable","AllPub",241,"GasA","TA",0,"ALQ",0,7,119000,1900,"TA","BrkTil","SBrkr","1Fam",8,1367,"Edwards",1,"Inside","Reg",8405,50,"MetalSd","TA","TA"
"135",5,3,"Y","TA",641,0,2010,"1Story","TA","Attchd","CompShg","Y","WD",1,0,"Gable","AllPub",739,"GasA","TA",0,"BLQ",44,6,129000,1956,"TA","CBlock","SBrkr","1Fam",6,1144,"Edwards",1,"Inside","Reg",9571,68,"OtherSd","TA","TA"
"136",5,3,"N","TA",641,0,2007,"1.5Story","Fa","Detchd","CompShg","P","WD",1,0,"Gable","AllPub",312,"GasA","TA",1,"ALQ",0,7,126000,1940,"TA","BrkTil","Fuse","1Fam",6,1134,"Edwards",1,"Inside","Reg",8160,60,"MetalSd","TA","TA"
"137",6,3,"Y","TA",641,0,2009,"1.5Story","Gd","Detchd","CompShg","Y","notWD",1,46,"Gable","AllPub",0,"GasA","Gd",0,"Unf",0,7,110000,1920,"TA","BrkTil","SBrkr","1Fam",8,1196,"Edwards",1,"Corner","Reg",12354,67,"OtherSd","TA","TA"
