OverallQual,BedroomAbvGr,CentralAir,BsmtQual,BsmtUnfSF,Fireplaces,YrSold,HouseStyle,HeatingQC,GarageType,RoofMatl,PavedDrive,SaleType,FullBath,OpenPorchSF,RoofStyle,Utilities,BsmtFinSF1,Heating,KitchenQual,HalfBath,BsmtFinType1,WoodDeckSF,TotRmsAbvGrd,SalePrice,YearBuilt,BsmtCond,Foundation,Electrical,BldgType,OverallCond,GrLivArea,neighborhood,KitchenAbvGr,uniqueID,LotConfig,LotShape,LotArea,LotFrontage,Exterior1st,ExterQual,ExterCond
7,2,Y,Gd,1240.0,0,2007,1Story,Ex,Attchd,CompShg,Y,WD,2,93,Gable,AllPub,0,GasA,Gd,0,Unf,140,5,194000.0,2006,TA,PConc,SBrkr,1Fam,5,1240,CollegeCr,1,train,Inside,Reg,8556,74.0,VinylSd,TA,Gd
6,1,Y,Gd,186.0,1,2006,1Story,Ex,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,662,GasA,Gd,0,GLQ,140,3,155900.0,2004,TA,PConc,SBrkr,Twnhs,5,848,CollegeCr,1,train,Inside,Reg,4435,37.0,VinylSd,TA,Gd
5,3,Y,Gd,495.0,0,2007,1Story,Gd,Attchd,CompShg,Y,WD,1,64,Gable,AllPub,495,GasA,TA,0,GLQ,0,5,126000.0,1994,TA,PConc,SBrkr,1Fam,5,990,CollegeCr,1,train,Inside,Reg,8775,65.0,VinylSd,TA,TA
7,3,Y,Gd,1459.0,1,2007,1Story,Ex,Attchd,CompShg,Y,WD,2,39,Gable,AllPub,0,GasA,Gd,0,Unf,192,6,192000.0,2002,TA,PConc,SBrkr,1Fam,5,1459,CollegeCr,1,train,Inside,Reg,8749,70.0,VinylSd,TA,Gd
6,3,Y,Gd,1290.0,1,2007,1Story,Gd,Attchd,CompShg,Y,WD,2,22,Gable,AllPub,24,GasA,Gd,0,GLQ,0,6,176432.0,2006,TA,PConc,SBrkr,1Fam,5,1314,CollegeCr,1,train,Inside,IR1,9317,78.0,VinylSd,TA,Gd
7,3,Y,Gd,1528.0,0,2006,1Story,Ex,Attchd,CompShg,Y,notWD,2,20,Gable,AllPub,24,GasA,Gd,0,GLQ,144,7,212900.0,2005,TA,PConc,SBrkr,1Fam,5,1552,CollegeCr,1,train,Inside,Reg,10084,84.0,VinylSd,TA,Gd
8,4,Y,Ex,316.0,1,2007,2Story,Ex,Attchd,CompShg,Y,notWD,3,144,notGable,AllPub,1150,GasA,Gd,0,GLQ,125,11,424870.0,2006,TA,PConc,SBrkr,1Fam,5,2828,CollegeCr,1,train,Inside,Reg,9965,77.0,VinylSd,TA,Gd
8,3,Y,Gd,1694.0,0,2010,1Story,Ex,Attchd,CompShg,Y,WD,2,33,Gable,AllPub,0,GasA,Gd,0,Unf,160,7,245350.0,2008,TA,PConc,SBrkr,1Fam,5,1694,CollegeCr,1,train,Corner,IR1,10475,64.0,VinylSd,TA,Gd
7,3,Y,Gd,831.0,0,2009,2Story,Ex,Attchd,CompShg,Y,WD,2,68,Gable,AllPub,0,GasA,Gd,1,Unf,144,7,195000.0,2002,TA,PConc,SBrkr,1Fam,5,1660,CollegeCr,1,train,Inside,IR1,8935,68.0,VinylSd,TA,Gd
7,3,Y,Gd,1212.0,0,2009,1Story,Ex,Attchd,CompShg,Y,WD,2,0,Gable,AllPub,0,GasA,Gd,0,Unf,356,6,178000.0,2001,TA,PConc,SBrkr,1Fam,5,1212,CollegeCr,1,train,Inside,Reg,9100,70.0,VinylSd,TA,Gd
7,3,Y,Gd,866.0,0,2009,2Story,Ex,Attchd,CompShg,Y,WD,2,36,Gable,AllPub,0,GasA,Gd,1,Unf,198,6,197900.0,1998,TA,PConc,SBrkr,1Fam,5,1779,CollegeCr,1,train,Corner,Reg,10400,80.0,VinylSd,TA,TA
7,3,Y,Gd,1630.0,1,2009,1Story,Ex,Attchd,CompShg,Y,WD,2,234,Gable,AllPub,0,GasA,Gd,0,Unf,74,6,213000.0,2000,TA,PConc,SBrkr,1Fam,5,1630,CollegeCr,1,train,Inside,Reg,9750,75.0,VinylSd,TA,Gd
6,3,Y,Gd,1342.0,0,2006,1Story,Ex,Attchd,CompShg,Y,WD,2,23,Gable,AllPub,340,GasA,Gd,0,GLQ,192,7,200000.0,2003,TA,PConc,SBrkr,1Fam,5,1700,CollegeCr,1,train,Inside,Reg,9135,70.0,VinylSd,TA,Gd
7,4,Y,Gd,847.0,1,2006,2Story,Ex,Attchd,CompShg,Y,WD,2,48,Gable,AllPub,0,GasA,Gd,1,Unf,100,8,195000.0,2004,TA,PConc,SBrkr,1Fam,5,1948,CollegeCr,1,train,FR2,IR2,12393,41.0,VinylSd,TA,Gd
7,3,Y,Gd,334.0,0,2008,2Story,Ex,Attchd,CompShg,Y,WD,2,63,Gable,AllPub,550,GasA,Gd,1,GLQ,0,8,224900.0,2003,TA,PConc,SBrkr,1Fam,5,1768,CollegeCr,1,train,Inside,Reg,8158,65.0,VinylSd,TA,Gd
7,3,Y,Gd,785.0,0,2009,1Story,Ex,Attchd,CompShg,Y,WD,2,72,Gable,AllPub,788,GasA,Gd,0,GLQ,0,6,227000.0,2002,TA,PConc,SBrkr,1Fam,5,1573,CollegeCr,1,train,Inside,IR1,9808,67.0,VinylSd,TA,Gd
5,3,Y,Gd,364.0,0,2009,1Story,TA,Detchd,CompShg,Y,WD,2,0,Gable,AllPub,532,GasA,Gd,0,BLQ,0,5,150500.0,1977,TA,CBlock,SBrkr,1Fam,7,1040,CollegeCr,1,train,Inside,IR1,8800,61.0,OtherSd,TA,TA
5,3,Y,Gd,244.0,0,2009,1Story,Ex,Detchd,CompShg,Y,WD,1,64,Gable,AllPub,746,GasA,TA,0,ALQ,0,5,138000.0,1994,NA,PConc,SBrkr,1Fam,5,990,CollegeCr,1,train,Inside,Reg,8072,60.0,VinylSd,Gd,TA
8,3,Y,Ex,1622.0,1,2009,1Story,Ex,Attchd,CompShg,Y,WD,2,42,Gable,AllPub,0,GasA,Ex,0,Unf,172,8,295493.0,2008,TA,PConc,SBrkr,1Fam,5,1630,CollegeCr,1,train,Inside,IR1,10226,61.0,VinylSd,TA,Gd
8,3,Y,Gd,1753.0,1,2006,1Story,Ex,Attchd,CompShg,Y,WD,2,150,notGable,AllPub,0,GasA,Gd,0,Unf,198,7,275000.0,2001,TA,PConc,SBrkr,1Fam,5,1787,CollegeCr,1,train,CulDSac,IR2,14781,70.0,VinylSd,TA,Gd
7,3,Y,Gd,216.0,0,2006,2Story,Ex,Attchd,CompShg,Y,WD,2,91,Gable,AllPub,700,GasA,Gd,1,GLQ,146,8,200000.0,2002,TA,PConc,SBrkr,1Fam,5,1861,CollegeCr,1,train,Corner,IR1,13450,95.0,VinylSd,TA,Gd
8,3,Y,Gd,1284.0,1,2007,2Story,Ex,Attchd,CompShg,Y,WD,2,87,Gable,AllPub,0,GasA,Gd,1,Unf,192,7,228500.0,2002,TA,PConc,SBrkr,1Fam,5,2169,CollegeCr,1,train,Inside,Reg,9375,70.0,VinylSd,TA,Gd
7,3,Y,Gd,257.0,1,2008,2Story,Ex,Attchd,CompShg,Y,WD,2,184,Gable,AllPub,735,GasA,Gd,1,GLQ,0,7,235000.0,2000,TA,PConc,SBrkr,1Fam,5,1865,CollegeCr,1,train,Inside,IR1,10316,70.0,VinylSd,TA,Gd
6,1,Y,Gd,163.0,0,2009,1Story,Ex,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,685,GasA,Gd,0,GLQ,140,4,144000.0,2003,TA,PConc,SBrkr,Twnhs,5,848,CollegeCr,1,train,Inside,Reg,4435,70.0,VinylSd,TA,Gd
7,3,Y,Gd,133.0,1,2006,2Story,Ex,Detchd,CompShg,Y,WD,2,170,Gable,AllPub,975,GasA,Gd,1,GLQ,253,8,274300.0,1998,TA,PConc,SBrkr,1Fam,6,2097,CollegeCr,1,train,Corner,Reg,9750,75.0,VinylSd,TA,TA
7,3,Y,Gd,125.0,0,2006,1Story,Ex,Attchd,CompShg,Y,WD,2,36,Gable,AllPub,1400,GasA,Gd,0,GLQ,219,6,235000.0,2000,TA,PConc,SBrkr,1Fam,5,1525,CollegeCr,1,train,Inside,Reg,9100,70.0,VinylSd,TA,Gd
7,2,Y,Gd,1286.0,1,2006,1Story,Ex,Attchd,CompShg,Y,notWD,2,55,Gable,AllPub,0,GasA,Gd,0,Unf,168,6,193879.0,2006,NA,PConc,SBrkr,1Fam,5,1294,CollegeCr,1,train,Inside,Reg,6762,64.0,VinylSd,TA,Gd
7,3,Y,Gd,278.0,0,2009,2Story,Ex,Attchd,CompShg,Y,WD,2,45,Gable,AllPub,666,GasA,Gd,1,GLQ,0,6,230000.0,2001,TA,PConc,SBrkr,1Fam,5,1840,CollegeCr,1,train,Inside,Reg,12420,79.0,VinylSd,TA,Gd
6,1,Y,Gd,162.0,0,2008,1Story,Ex,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,686,GasA,Gd,0,GLQ,140,3,136500.0,2003,TA,PConc,SBrkr,Twnhs,5,848,CollegeCr,1,train,Inside,Reg,4435,37.0,VinylSd,TA,Gd
6,1,Y,Gd,151.0,1,2008,1Story,Ex,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,697,GasA,Gd,0,GLQ,149,3,149300.0,2004,TA,PConc,SBrkr,Twnhs,5,848,CollegeCr,1,train,Inside,Reg,4426,70.0,VinylSd,TA,Gd
7,3,Y,Gd,1422.0,0,2007,1Story,Ex,Attchd,CompShg,Y,WD,2,60,Gable,AllPub,0,GasA,Gd,0,Unf,192,7,179600.0,2004,TA,PConc,SBrkr,1Fam,5,1422,CollegeCr,1,train,FR2,Reg,8500,63.0,VinylSd,TA,Gd
4,2,N,NA,622.0,0,2008,1Story,TA,NA,CompShg,N,WD,2,0,Gable,AllPub,0,GasA,Fa,0,NA,0,6,82000.0,1955,NA,PConc,Fuse,Duplex,5,1152,Edwards,2,train,Inside,Reg,6040,65.0,OtherSd,TA,TA
4,3,Y,TA,622.0,0,2007,1Story,TA,Attchd,CompShg,P,WD,1,0,notGable,AllPub,520,GasA,TA,0,ALQ,120,6,94750.0,1965,TA,CBlock,Fuse,1Fam,5,960,Edwards,1,train,Inside,Reg,10921,73.0,OtherSd,TA,TA
6,4,Y,TA,622.0,0,2006,1.5Story,Gd,Attchd,CompShg,Y,WD,2,0,Gable,AllPub,444,GasA,TA,0,ALQ,182,7,136900.0,1954,NA,CBlock,SBrkr,1Fam,4,1855,Edwards,1,train,Inside,Reg,9525,75.0,OtherSd,TA,TA
5,2,Y,Gd,622.0,0,2007,1Story,Gd,Attchd,CompShg,Y,notWD,1,64,Gable,AllPub,0,GasA,TA,1,Unf,80,5,155000.0,2006,TA,PConc,SBrkr,1Fam,5,1125,Edwards,1,train,Corner,Reg,8536,74.0,VinylSd,TA,TA
6,2,N,TA,622.0,0,2008,1.5Story,Fa,NA,CompShg,N,WD,1,8,Gable,AllPub,0,Grav,TA,0,Unf,0,5,79000.0,1924,TA,BrkTil,Fuse,1Fam,5,1096,Edwards,1,train,Corner,Reg,9600,60.0,OtherSd,TA,TA
5,4,Y,TA,622.0,0,2008,1.5Story,Gd,NA,CompShg,Y,WD,2,0,Gable,AllPub,351,GasA,TA,0,ALQ,140,6,127500.0,1940,TA,BrkTil,SBrkr,2fmCon,7,1355,Edwards,2,train,Inside,Reg,10106,62.0,OtherSd,Gd,TA
6,4,Y,TA,622.0,1,2007,1Story,TA,Attchd,CompShg,Y,WD,2,29,Gable,AllPub,477,GasA,Gd,0,ALQ,0,7,243000.0,1950,NA,CBlock,SBrkr,1Fam,7,2158,Edwards,1,train,Corner,Reg,12615,84.0,OtherSd,TA,TA
5,3,Y,NA,622.0,1,2007,1Story,Ex,Attchd,CompShg,Y,WD,1,0,notGable,AllPub,0,GasA,TA,0,NA,116,7,120000.0,1957,NA,PConc,SBrkr,1Fam,6,1340,Edwards,1,train,Inside,Reg,9060,60.0,OtherSd,TA,TA
7,3,Y,Gd,622.0,0,2006,2Story,Ex,Detchd,CompShg,Y,WD,2,40,Gable,AllPub,0,GasA,Gd,0,Unf,0,7,130000.0,2004,TA,PConc,SBrkr,Twnhs,5,1709,Edwards,1,train,Inside,Reg,2522,24.0,VinylSd,TA,Gd
5,2,N,TA,622.0,0,2008,1Story,TA,NA,CompShg,Y,WD,1,0,Gable,AllPub,468,GasA,TA,0,ALQ,0,5,98000.0,1925,TA,CBlock,Fuse,1Fam,6,864,Edwards,1,train,Inside,Reg,5604,67.0,OtherSd,TA,TA
6,3,Y,Gd,622.0,0,2010,1Story,Ex,Attchd,CompShg,Y,WD,2,22,Gable,AllPub,36,GasA,Gd,0,GLQ,100,6,186000.0,2009,TA,PConc,SBrkr,1Fam,5,1212,Edwards,1,train,Corner,Reg,10420,83.0,VinylSd,TA,TA
6,3,Y,TA,622.0,1,2010,1.5Story,TA,Detchd,CompShg,Y,WD,1,140,Gable,AllPub,94,GasA,TA,1,BLQ,0,7,113000.0,1945,NA,CBlock,Fuse,1Fam,4,1487,Edwards,1,train,Inside,Reg,8741,52.0,VinylSd,TA,TA
6,3,Y,TA,622.0,1,2007,1Story,TA,Attchd,CompShg,Y,WD,1,30,notGable,AllPub,751,GasA,TA,1,BLQ,370,6,148000.0,1976,NA,CBlock,SBrkr,1Fam,7,1113,Edwards,1,train,Corner,IR1,7917,65.5,OtherSd,Gd,TA
5,3,Y,TA,622.0,1,2009,1.5Story,Gd,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,292,GasA,TA,1,BLQ,0,8,131000.0,1949,TA,CBlock,SBrkr,1Fam,4,1716,Edwards,1,train,Inside,Reg,11409,60.0,OtherSd,TA,TA
5,3,N,TA,622.0,0,2008,1.5Story,TA,Detchd,CompShg,Y,notWD,1,0,Gable,AllPub,236,GasA,TA,0,BLQ,48,5,95000.0,1941,NA,CBlock,SBrkr,1Fam,6,1111,Edwards,1,train,Inside,Reg,9084,60.0,VinylSd,TA,TA
1,1,N,Fa,622.0,0,2009,1Story,Gd,NA,CompShg,Y,WD,0,0,Gable,AllPub,350,GasA,Fa,1,BLQ,0,4,61000.0,1922,NA,BrkTil,Fuse,1Fam,1,904,Edwards,1,train,Inside,IR1,10020,65.5,OtherSd,TA,TA
5,5,Y,TA,622.0,0,2006,1.5Story,TA,NA,CompShg,N,WD,1,151,notGable,AllPub,0,GasA,TA,0,Unf,0,8,81000.0,1910,TA,PConc,SBrkr,1Fam,3,1184,Edwards,1,train,FR2,Reg,8410,58.0,OtherSd,TA,TA
5,4,Y,TA,622.0,0,2008,1.5Story,Ex,Detchd,CompShg,Y,WD,1,130,Gable,AllPub,241,GasA,TA,0,ALQ,0,7,119000.0,1900,NA,BrkTil,SBrkr,1Fam,8,1367,Edwards,1,train,Inside,Reg,8405,50.0,MetalSd,TA,TA
5,3,Y,TA,622.0,0,2010,1Story,TA,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,739,GasA,TA,0,BLQ,44,6,129000.0,1956,TA,CBlock,SBrkr,1Fam,6,1144,Edwards,1,train,Inside,Reg,9571,68.0,OtherSd,TA,TA
5,3,N,TA,622.0,0,2007,1.5Story,Fa,Detchd,CompShg,P,WD,1,0,Gable,AllPub,312,GasA,TA,1,ALQ,0,7,126000.0,1940,TA,BrkTil,Fuse,1Fam,6,1134,Edwards,1,train,Inside,Reg,8160,60.0,MetalSd,TA,TA
6,3,Y,TA,622.0,0,2009,1.5Story,Gd,Detchd,CompShg,Y,notWD,1,46,Gable,AllPub,0,GasA,Gd,0,Unf,0,7,110000.0,1920,NA,BrkTil,SBrkr,1Fam,8,1196,Edwards,1,train,Corner,Reg,12354,67.0,OtherSd,TA,TA
4,4,N,TA,622.0,0,2008,1Story,TA,NA,CompShg,Y,WD,2,0,Gable,AllPub,133,GasA,Fa,0,ALQ,0,8,118000.0,1955,TA,CBlock,Fuse,Duplex,4,1440,Edwards,2,train,Inside,Reg,12108,92.0,VinylSd,TA,TA
6,3,Y,TA,622.0,1,2009,1Story,Fa,Attchd,CompShg,Y,notWD,1,0,notGable,AllPub,0,GasA,TA,0,Unf,0,7,127500.0,1956,TA,CBlock,SBrkr,1Fam,5,1689,Edwards,1,train,Corner,Reg,9855,73.0,OtherSd,TA,TA
5,2,Y,TA,622.0,0,2007,1Story,Ex,Detchd,CompShg,Y,WD,1,0,notGable,AllPub,698,GasA,TA,0,ALQ,0,6,140000.0,1965,TA,CBlock,SBrkr,1Fam,7,1214,Edwards,1,train,Corner,Reg,9170,70.0,MetalSd,TA,TA
4,2,Y,TA,622.0,0,2007,1Story,Ex,NA,CompShg,N,WD,1,0,Gable,AllPub,348,GasA,TA,0,ALQ,0,5,86000.0,1920,TA,BrkTil,SBrkr,1Fam,7,605,Edwards,1,train,Inside,IR1,9098,58.0,OtherSd,TA,TA
5,3,Y,Gd,622.0,0,2008,2Story,TA,NA,CompShg,N,WD,1,0,Gable,AllPub,969,GasA,TA,0,GLQ,85,5,107500.0,1910,TA,CBlock,SBrkr,2fmCon,7,1347,Edwards,1,train,Inside,Reg,7000,70.0,MetalSd,TA,TA
4,2,Y,NA,622.0,0,2009,1Story,Ex,Detchd,CompShg,N,WD,2,96,Gable,AllPub,0,GasA,Gd,0,NA,0,5,108000.0,1949,NA,CBlock,SBrkr,1Fam,5,1126,Edwards,1,train,Inside,Reg,8777,67.0,VinylSd,TA,TA
5,3,Y,TA,622.0,1,2008,1Story,Ex,NA,CompShg,Y,WD,1,0,Gable,AllPub,290,GasA,TA,0,BLQ,144,6,108000.0,1940,TA,CBlock,SBrkr,1Fam,6,996,Edwards,1,train,Inside,Reg,13907,63.0,OtherSd,TA,TA
6,4,Y,Gd,622.0,1,2008,1.5Story,Ex,Detchd,CompShg,N,WD,2,36,Gable,AllPub,0,GasA,TA,0,Unf,72,8,185000.0,1918,TA,BrkTil,SBrkr,1Fam,7,1674,Edwards,1,train,Inside,Reg,21780,66.0,OtherSd,TA,TA
5,3,Y,TA,622.0,0,2006,2Story,Ex,Attchd,CompShg,Y,WD,3,0,Gable,AllPub,603,GasA,Ex,0,GLQ,103,8,225000.0,1948,NA,CBlock,SBrkr,1Fam,8,2008,Edwards,1,train,Inside,Reg,7800,78.0,MetalSd,Gd,TA
5,2,Y,Fa,622.0,0,2008,1Story,Gd,NA,CompShg,P,WD,1,0,Gable,AllPub,0,GasA,TA,0,Unf,328,4,85000.0,1910,TA,CBlock,Fuse,1Fam,7,796,Edwards,1,train,Inside,Reg,8777,67.0,MetalSd,TA,TA
6,3,Y,TA,622.0,2,2008,1Story,Ex,Attchd,CompShg,Y,WD,1,0,notGable,AllPub,500,GasA,TA,0,ALQ,0,5,155000.0,1953,TA,CBlock,SBrkr,1Fam,5,1094,Edwards,1,train,Inside,IR1,10452,85.0,OtherSd,TA,TA
4,4,Y,TA,622.0,1,2009,2Story,TA,Detchd,CompShg,P,WD,1,0,Gable,AllPub,0,GasA,TA,0,Unf,120,7,108000.0,1940,TA,CBlock,SBrkr,1Fam,5,1510,Edwards,1,train,Inside,Reg,9084,60.0,MetalSd,TA,TA
5,3,Y,TA,622.0,0,2009,1Story,Ex,Detchd,CompShg,Y,WD,1,0,notGable,AllPub,637,GasA,TA,0,BLQ,0,7,167000.0,1964,TA,PConc,SBrkr,1Fam,7,1486,Edwards,1,train,Corner,Reg,9937,75.0,MetalSd,Gd,TA
5,2,Y,Ex,622.0,0,2006,1Story,Fa,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,210,GasA,TA,0,BLQ,0,6,123500.0,1952,NA,PConc,Fuse,1Fam,7,1148,Edwards,1,train,Inside,IR1,6420,57.0,OtherSd,TA,TA
9,3,Y,Ex,622.0,1,2009,1Story,Ex,Attchd,CompShg,Y,WD,2,64,notGable,AllPub,1234,GasA,Ex,0,GLQ,327,8,320000.0,2007,TA,PConc,SBrkr,1Fam,5,1698,Edwards,1,train,Inside,IR1,13286,86.0,OtherSd,TA,Gd
5,3,Y,Gd,622.0,0,2009,1Story,TA,NA,CompShg,Y,WD,3,0,Gable,AllPub,1200,GasA,TA,0,GLQ,120,5,179000.0,1987,NA,CBlock,SBrkr,Duplex,5,1200,Edwards,1,train,Inside,Reg,10800,60.0,OtherSd,TA,TA
4,4,N,NA,622.0,0,2009,1.5Story,TA,Detchd,CompShg,N,WD,2,0,Gable,AllPub,0,Wall,TA,0,NA,92,9,98000.0,1945,NA,BrkTil,Fuse,1Fam,3,1529,Edwards,1,train,Inside,Reg,8405,50.0,OtherSd,TA,TA
5,3,Y,TA,622.0,0,2006,1.5Story,Gd,Detchd,CompShg,P,WD,1,0,Gable,AllPub,0,GasW,Fa,1,Unf,207,7,116000.0,1918,TA,BrkTil,SBrkr,1Fam,7,1250,Edwards,1,train,Inside,Reg,8248,45.0,OtherSd,TA,TA
5,3,Y,TA,622.0,0,2008,1.5Story,Ex,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,352,GasA,TA,0,BLQ,0,6,130500.0,1946,TA,CBlock,SBrkr,1Fam,6,1200,Edwards,1,train,Inside,Reg,11767,70.0,MetalSd,TA,TA
5,2,Y,Ex,622.0,0,2007,1Story,Gd,Attchd,CompShg,Y,WD,1,49,Gable,AllPub,980,GasA,TA,1,ALQ,0,5,157000.0,2005,NA,PConc,SBrkr,1Fam,5,1090,Edwards,1,train,Inside,Reg,7024,60.0,VinylSd,TA,TA
5,3,Y,TA,622.0,0,2008,1.5Story,TA,Attchd,CompShg,Y,WD,1,0,Gable,AllPub,0,GasA,TA,1,Unf,121,8,135500.0,1955,TA,PConc,SBrkr,1Fam,7,1393,Edwards,1,train,Inside,IR1,16466,59.0,MetalSd,Gd,TA
5,4,Y,TA,622.0,0,2008,1.5Story,Gd,NA,CompShg,N,WD,2,70,Gable,AllPub,1084,GasA,TA,2,ALQ,0,9,145900.0,1900,TA,CBlock,SBrkr,Duplex,7,2200,Edwards,2,train,Inside,Reg,8777,67.0,MetalSd,TA,TA
4,4,Y,Gd,622.0,0,2007,1Story,TA,NA,CompShg,N,notWD,2,0,Gable,AllPub,1440,GasA,TA,0,GLQ,321,8,150000.0,1977,TA,PConc,SBrkr,Duplex,3,1440,Edwards,2,train,Inside,IR1,7711,42.0,MetalSd,TA,TA
4,3,Y,TA,622.0,0,2007,1Story,Ex,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,552,GasA,TA,0,BLQ,0,5,110000.0,1954,TA,CBlock,SBrkr,1Fam,5,894,Edwards,1,train,Inside,Reg,9450,68.0,MetalSd,TA,TA
5,3,N,TA,622.0,0,2008,1Story,TA,Detchd,CompShg,Y,notWD,1,48,Gable,AllPub,1040,GasW,TA,0,ALQ,0,5,125000.0,1950,TA,CBlock,SBrkr,2fmCon,5,1164,Edwards,1,train,Inside,Reg,10880,68.0,MetalSd,TA,TA
3,2,N,NA,622.0,0,2009,1Story,Fa,Detchd,notCompShg,Y,WD,1,0,notGable,AllPub,0,GasW,Fa,0,NA,0,4,82000.0,1952,NA,BrkTil,Fuse,1Fam,3,944,Edwards,1,train,Corner,Reg,10206,74.0,OtherSd,TA,TA
4,2,Y,Gd,622.0,0,2008,1Story,Ex,Attchd,CompShg,Y,WD,1,64,Gable,AllPub,1024,GasA,Gd,1,GLQ,252,5,176000.0,2005,TA,PConc,SBrkr,1Fam,5,1132,Edwards,1,train,Inside,Reg,7024,60.0,VinylSd,TA,TA
4,3,N,NA,622.0,0,2009,1Story,Ex,Detchd,CompShg,N,WD,1,0,Gable,AllPub,0,GasA,TA,0,NA,186,5,84000.0,1957,NA,BrkTil,SBrkr,1Fam,3,845,Edwards,1,train,CulDSac,IR1,11500,65.5,OtherSd,Gd,TA
3,4,Y,NA,622.0,1,2009,1Story,Ex,Attchd,CompShg,Y,WD,2,0,notGable,AllPub,0,GasA,TA,0,NA,0,8,139600.0,1955,NA,BrkTil,Fuse,1Fam,5,1733,Edwards,1,train,CulDSac,IR1,13680,65.5,OtherSd,TA,TA
4,2,Y,NA,622.0,0,2010,1Story,Ex,Detchd,CompShg,Y,WD,1,0,Gable,AllPub,0,GasA,Gd,0,NA,0,6,84900.0,1946,NA,CBlock,SBrkr,1Fam,7,930,Edwards,1,train,Inside,Reg,11100,60.0,MetalSd,TA,TA
5,4,Y,TA,622.0,1,2010,1Story,Ex,Attchd,CompShg,Y,WD,1,78,notGable,AllPub,383,GasA,TA,0,ALQ,116,7,144500.0,1957,TA,CBlock,Fuse,1Fam,6,1526,Edwards,1,train,Inside,Reg,8562,68.0,OtherSd,TA,TA
5,4,Y,Fa,622.0,1,2006,1.5Story,Fa,Detchd,CompShg,P,WD,1,0,Gable,AllPub,0,GasA,TA,0,Unf,0,7,91500.0,1948,NA,CBlock,Fuse,1Fam,3,1456,Edwards,1,train,Inside,Reg,7585,50.0,MetalSd,TA,TA
6,3,Y,TA,622.0,0,2009,2Story,TA,Attchd,CompShg,Y,WD,1,0,notGable,AllPub,535,GasA,TA,1,BLQ,252,6,159500.0,1977,TA,CBlock,SBrkr,1Fam,6,1426,Edwards,1,train,Corner,IR1,7950,75.0,OtherSd,TA,TA
7,3,Y,Gd,622.0,0,2006,2Story,Ex,Detchd,CompShg,Y,WD,2,40,Gable,AllPub,0,GasA,Gd,0,Unf,0,7,137500.0,2004,TA,PConc,SBrkr,Twnhs,5,1709,Edwards,1,train,Inside,Reg,2522,24.0,VinylSd,TA,Gd
